gwf_case	start_event	end_event
Sierra Leone (1968-92)	"Start: 6/30/1968/ This is the date of the arrest of a few SLPP leaders to prevent them from campaigning in by-elections. The elected Stevens government began incremental steps toward single-party rule immediately after being installed. It annulled by legal petition most of the constituency elections that had been won in 1967 by the former incumbent party, the SLPP, regardless of whether there was evidence of past election rigging. This was done legally, through the courts, and the SLPP had in fact rigged elections in some constituencies in 1967, so we do not code the unseating of SLPP deputies as "authoritarianization." The APC government then used the beneficial and coercive resources at their disposal to insure that the APC won many of the subsequent by-elections. In June 1968, the first SLPP leaders were arrested, and we identify these arrests as the event that tipped the regime from democracy to dictatorship. In November 1968, the government declared a state of emergency and sent troops into the Mende areas of strong SLPP support, where violence had broken out during by-election campaigns. A number of SLPP supporters were killed by soldiers during the ensuing repression. A few seats in SLPP-dominated districts were left vacant because the government claimed that violence precluded holding scheduled by-elections (though they were held in equally violent districts where the APC was expected to win). The SLPP was prevented from holding political meetings and over time repression increased (Africa Confidential 1968b, 7; Cartwright 1968, 29-30; New York Times 1969; Clapham 1972, 83-85; Cox 1976, 208; Allen 1978, 192; Hayward 1984, 25-26, 30; Zack-Williams 1999, 144)."	"End: 4/29/1992 A junior officers' coup led by Capt Strasser ousted Momoh and the dominant party regime (Zack-Williams and Riley 1993, 91; Zack-Williams 1999, 149-50; Encyclopedia Britannica Online 2011b; U.S. Dept. of State 2011n)."
Sierra Leone (1992-96)	"Start: 4/29/92 A junior officers' coup led by Capt Strasser ousted Momoh and the dominant party regime and established the National Provisional Ruling Council of 18 officers and four civilians (Zack-Williams 1999, 149-50; Encyclopedia Britannica Online 2011b; U.S. Dept. of State 2011n)."	"End: 3/15/1996 Second round of competitive elections led to a transition to civilian rule (Kandeh 1998, 95-106; Reno 1998, 135-36; African Elections Database 2011k; U.S. Dept. of State 2011n)."
Sierra Leone (1997-98)	"Start: 5/25/1997 The elected government was ousted by a "sobel" force of government soldiers and RUF insurgents, which formed the Armed Forces Revolutionary Council (Kandeh 1998, 107; Zack-Williams 1999, 143, 152-53; U.S. Dept. of State 2011n)."	"End: 2/12/1998 The ruling junta, led by Koroma, was ousted by West African troops (Nigerian-led ECOMOG) which reinstated the elected president (Amnesty International 1998; Kandeh 1998, 107). Kabba returned to Freetown on March 10, 1998 (BBC News 1998)."
Singapore (1965-)	"Start: 8/9/1965 Independence when Singapore was expelled from Malaysia. Before independence, the PAP led by Lee Kuan Yew won the 1959 and 1963 assembly elections. The elections were competitive, but individuals with records of "subversive activity," that is, pro-communists, a large group including well-known political actors, were not allowed to compete. Throughout the pre-independence period, British actions to limit the influence of the large communist movement aided Lee's dominance over rivals in the PAP and the PAP's dominance over other potential mass-based parties by removing some of the most popular potential political leaders from competition. Thus we do not treat the pre-independence elections as democratic. Before independence, the PAP government arrested 111 "agitators," most from a leftist faction of the party, who had opposed Lee and split from the party prior to the 1963 election, further reducing democraticness. At independence in 1965, Lee Kuan Yew and PAP were fully in control (LePoer 1989; Means 1996, 105). The regime is considered authoritarian despite competitive pre-independence elections because parties and individuals who would have been expected to attract large numbers of votes were prevented from par94 Autocratic regime Start and End events ticipating. After independence, repression of the left and manipulation of elections continued."	"End: Regime continued in power as of December 31, 2010."
Somalia (1969-91)	"Start: 10/21/1969 Coup by colonels ousted the elected government and established the Supreme Revolutionary Council of 25, including initially 4 generals, 7 lieutenantcolonels, and 7 majors to rule the country (Welch 1974, 137; Samatar 1992)."	"End: 1/26/1991 Rebel troops took Mogadishu (BBC News 2011b). [Since 1991 Somalia has been excluded from the dataset because no government has controlled most of the territory.]"
South Africa (1910-1994)	"Start: 5/31/1910 The union of South African territories and quasi-independence with Dominion status (similar to Canada or Australia) under laws that severely restricted suffrage for non-whites. Elections were competitive, but suffrage was restricted (Worger 1996)."	"End: 4/29/1994 The first universal suffrage competitive election won by the opposition (Sinai 1996; African Elections Database 2011k)."
Soviet Union (1917-91)	"Start: 11/7/1917 Seizure of the Winter Palace headquarters of the Provisional Government in Petrograd by armed military and civilian supporters of the Bolsheviks. They established themselves as the new ruling group (Skallerup 1989; Brooker 1995, 51)."	"End: 12/21/1991 The Soviet Union was abolished when representatives of eleven of the constituent republics signed an accord that replaced it with the Commonwealth of Independent States. Russia, Belarus and Ukraine signed an agreement among themselves on 12/8/91, which sealed the fate of the Soviet Union, and the other republics added their agreement a couple of weeks later Roeder 1993, 244; Guardian 2006)."
Spain (1939-76)	"Start: 3/28/1939 The fall of Madrid marked the final victory by the nationalist armed forces over forces of the elected Popular Front government. Franco assumed power as the leader of the nationalist forces (Manchester Guardian 1939, Rinehart and Browning 1988a)."	"End: 11/18/1976 The Cortes passed the Political Reform Law, introducing universal suffrage parliamentary elections. They were introduced by the Francoist PM and passed by the legislature elected under the Francoist corporatist system of representation. This change and others introduced at around the same time are considered the end of the Francoist regime. When Franco died in 1975, his handpicked successor, King Juan Carlos, replaced him as head of state and the PM chosen by Franco continued in office, thus continuing the regime brie y. The king, however, replaced the PM with a former Francoist reformer in June 1976, and the latter introduced the reforms that ended the Francoist system. The first fair, direct, universal suffrage election was held in June 1977 (Rinehart and Browning 1988b; Powell 1994, 16)."
Sri Lanka (1978-94)	"Start: 9/7/1978 This date marks the constitutional revision that created an executive presidency with quasi-dictatorial powers, which is treated as the point when the Jayawardene government crossed the line to dictatorship, although government partisans had been assaulting opposition partisans, members of minorities, and union members opposed to government economic policies since their election victory in July 1977 (DeVotta 2002, 91; DeVotta 2004, 143-46). Under the September 1978 constitutional revision, the president was entitled to override, amend or suspend the operation of any law enacted by Parliament, to suspend Parliament, and to expel MPs (Edrisinha and Seevakkumaran 2000, 106). The government used UNP militants to harass and beat supporters of opposition parties with collusion from the police (DeVotta 2004, 143-46). In October 1980, the political rights of the main opposition leader were canceled (Blood 1988). In 1982 a rigged referendum extended the UNP's 2/3 majority in Parliament instead of holding the required election (DeVotta 2001, 91)."	"End: 11/9/1994 Presidential election won by opposition returned the country to a democracy (DeVotta 2002, 92; Samarsinghe and Samarsinghe 1998, 112)."
Sudan (1958-64)	"Start: 11/17/1958 Coup led by Lt Gen Abboud in a context of widespread antigovernment demonstrations. He set up a government ruled by the Supreme Council of the Armed Forces made up of 12 senior officers (Haddad 1973, 183-85; Ofcansky 1991)."	"End: 10/29/1964 Popular uprising caused Gen. Abboud to appoint a transitional civilian cabinet and resign (Shepherd 1964, 12; Haddad 1973, 195; Ofcansky 1991)."
Sudan (1969-85)	"Start: 5/25/1969 Coup by leftist junior officers led by Col Numayri, supported by socialist and communist civilians, ousted the civilian government and set up a tenman Revolutionary Command Council that initially included one civilian to rule. They dismissed senior officers (Haddad 1973, 209-13, Ofcansky 1991)."	"End: 4/6/1985 Coup by conservative officers in response to riots ousted Numayri and replaced him with a Transitional Military Council allied with civilians who had been excluded during the Numayri regime (Anderson 1999, 15-26)."
Sudan (1985-86)	"Start: 4/6/1985 Coup by conservative officers in response to riots ousted Numayri and replaced him with a Transitional Military Council allied with civilians who had been excluded during the Numayri regime (Anderson 1999, 15-26). The period from April 1985 to the April 1986 election is coded as a regime rather than an interim period leading to a transition because, although the military rulers said they would oversee a transition, other officers exerted pressure to remain in control of the government, and it was unclear which faction would prevail until the election occurred (Anderson 1999, 14)."	"End: 4/12/1986 Competitive Constituent Assembly elections held from April 1 to April 12 returned power to civilians (African Elections Database 2011l)."
Sudan (1989-)	"Start: 6/30/1989 Coup led by Col al-Bashir and an Islamist faction of the military ousted the elected government, imposed a state of emergency, dissolved parties and unions, banned demonstrations, and established the 15 member, all military Revolutionary Command Council for National Salvation to rule. The new rulers dismissed much of the officer corps (Hooglund 1991; Burr and Collins 2003, 2)."	"End: Regime continued in power as of December 31, 2010."
Swaziland (1968-)	"Start: 9/6/1968 Independence under the traditional monarchy. Although Swaziland has a parliament and initially held multiparty elections, the royal family's policy decisions and appointments were not constrained by parliament. In 1972 the opposition won in three constituencies, and in response the king declared a state of emergency, dismissed parliament, dissolved all parties, and ruled by decree from 1973-1978. The 1978 constitution banned parties and introduced nomination and indirect election procedures to insure royal control over future parliaments. The 2005 constitution allows direct, non-partisan election of most of the Assembly, but the king still appoints ten of 65 MPs, 20 of 30 Senators, and appoints the government (Baloro 1994, 21-29; Daniel and Vilane 1986, 57; Levin and MacMillan 2003, 1094-95; African Elections Database n.d.b; U.S. Dept. of State 2011o)."	"End: Regime continued in power as of December 31, 2010."
Syria (1946-47)	"Start: 4/17/1946 Independence transferred power to a government chosen by a parliament that had been indirectly elected under rules that limited the participation of some groups. "[V]oters at the first stage had little control over the election of the parliamentary deputies." The regime is coded as authoritarian because of limits on suffrage and indirect elections (Torrey 1964, 65; U.S. Dept. of State 2011p)."	"End: 7/17/1947 The first direct, competitive parliamentary election. Regime insiders agreed to reforms that democratized the oligarchic political system, leading to the loss of control of government by the ruling party (Torrey 1964, 88-101)."
Syria (1949-51)	"Start: 12/19/1949 Coup ousted the army leadership that had returned power to civilians. The 12/49 coup imposed indirect military control over an elected civilian government. The March 1949 coup is not considered the beginning event of this regime because the military faction that took over in March was ousted in June 1949 by a second military coup that oversaw fair elections and a return to democratic rule in November 1949. [The military government that ruled from March to June 1949 does not appear in the data set because it did not last until Jan 1.] After December 1949, elected civilians controlled most aspects of policy, but the military exercised veto power over foreign policy and the choice of officials (Be'eri 1970, 57-64; Haddad 1971, 202-205; McGowan 1987)."	"End: 11/29/1951 Coup ousted the civilian government and replaced it with full military rule. The period after November 1951 is treated as a different regime because military rulers eliminated the civilian allies who had previously held high offices and exercised influence on policies (Torrey 1964, 207-12; Haddad 1971, 211; Finer 1975, 168-69)."
Syria (1951-54)	"Start: 11/29/1951 Coup ousted the civilian government and replaced indirect military rule with direct military rule by decree. The period after November 1951 is treated as a different regime because military rulers eliminated the civilian allies who had previously held high offices and exercised influence on policies, narrowing the ruling group to a faction of the military (Torrey 1964, 207-12; Haddad 1971, 211; Finer 1975, 168-69)."	"End: 2/25/1954 Coup by a faction of the military returned power to the civilians who had been ousted in November 1951 (Haddad 1971, 218; Be'eri 1982, 70-71). They then oversaw a fair and competitive elections in September-October 1954 (Torrey 1964, 244-64; Be'eri 1982, 80)."
Syria (1957-58)	"Start: 2/26/1957 On this date, a number of important opposition leaders, including several MPs, were found guilty of trumped up treason charges despite formal parliamentary immunity, marking the point at which the government crossed the line from democracy to autocracy. "Authoritarianization" occurred incrementally during 1956- 57, as Col Sarraj gradually undermined the elected civilian government. We identify this guilty verdict as the point at which there ceases to be doubt about who exercised power. In May 1957, the government rigged by-elections, further reducing opposition representation (Torrey 1964, 329-31, 352-53). During 1957-58, Syria was ruled by an alliance of the Ba'th, a radical faction of the Nationalist party, Communists, and independents, supported by Ba'thist and Communist factions of the military. The president and PM were civilian Nationalists, and no party dominated the civilian coalition, though the Ba'th was gaining power throughout the period. The military was too factionalized to fully determine events. No single person seems to have been calling the shots during this period, but Col. Sarraj has been identified as the "power behind the throne" (Haddad 1971, 224) and seems to have been more powerful than any other single leader."	"End: 2/22/1958 Syria ceased to exist as an independent country after merger with Egypt as part of the UAR (Torrey 1964, 379-80; McGowan 1987)."
Syria (1962-63)	"Start: 3/28/1962 Coup ousted the civilian government. A coup in September 1961 ended the UAR and returned Syria to independence; the military then oversaw competitive constituent assembly elections in December 1961. The new assembly elected a civilian president, who chose a civilian PM, initiating democratic government. The March 1962 coup was unpopular and the military factionalized, which led to conflict within the military and the establishment of a partly civilian government the month after the coup. The civilian president who had been ousted in March 1962 was returned to office, but the military controlled the make-up of the cabinet and dissolved the parliament, so this period is coded as indirect military rule and authoritarian (Be'eri 1970, 145-48, Haddad 1971, 265-73, McGowan 1987)."	"End: 3/8/1963 Coup by the pro-Ba'thist faction of the military ousted Gen. Zahr al-Din and his civilian allies (Be'eri 1970, 150-53; Haddad 1971, 294; Be'eri 1982, 80)."
Syria (1963-)	"Start: 3/8/1963 Coup led by pro-Ba'thist officers ousted Gen Zahr al-Din's government and its civilian allies (Be'eri 1970, 150-53). The March 1963 coup was led by officers sympathetic to the Ba'th but not actually members. The National Council of the Revolutionary Command set up immediately after the coup contained a minority of Ba'th members, and the first cabinet they chose was half Ba'th. Over the next few months of factional struggle within the new government and within the military, however, most non-Ba'th officers were excluded from leadership and many non-Ba'thist officers and NCOs were purged from the army, leaving the regime dominated by the Ba'thist faction of the military (Be'eri 1970, 156-65; Rabinovich 1972, 49-59; McGowan 1987)."	"End: Regime continued in power as of December 31, 2010."
Taiwan (1949-2000)	"Start: 12/7/1949 Chiang Kai-shek declared Taipei the provisional capital of the Republic of China. Nationalist troops, supporters, and financial assets had been moving from the mainland to Taiwan, which was still under nationalist control, for some time. When Chiang's forces were defeated in the last important area they controlled on the mainland, Chiang and his closest supporters fled to Taiwan. It was intended as a temporary refuge while nationalist forces regrouped to take the mainland but quickly became a de facto independent state (Wang 1951; Government of Taiwan 2001; U.S. Dept. of State 2011q)."	"End: 3/18/2000 Competitive election won by the opposition (Niou and Paolino 2003, 721-40)."
Tajikistan (1991-)	"Start: 9/9/1991 Independence with the government controlled by communist leaders in the Supreme Soviet that had been elected in February 1990 (Library of Congress 2007; Hiro 2009, 321)."	"End: Regime continued in power as of December 31, 2010."
Tanzania (1964-)	"Start: 4/26/1964 Union between Tanganyika and Zanzibar to form Tanzania. In December 1961, Tanganyika (the continental part of what later became Tanzania) became independent under the leadership of TANU, which won the August 1960 pre-independence elections. PM Nyerere was elected president shortly after independence. Tanganyika 1961-64 is considered democratic and thus not included in the data set. Although TANU won every seat in pre-independence elections, opposition was unfettered, and observers considered the election free and fair. In January 1964, a month after Zanzibar's independence, a rebellion ousted the monarchy and brought a repressive autocratic regime led by the Afro-Shirazi Party to power (Zolberg 1968, 82; Political Handbook of the World 2012q, 1411). ASP leaders agreed to union with Tanganyika to buttress their own position in Zanzibar. The union of Zanzibar and Tanganyika consolidated ASP's control over Zanzibar. Irregularities and violence have continued to plague Zanzibari elections (U.S. Dept. of State 2011r). In 1964, TANU's tolerance of opposition also declined. It began to coerce the civil servants and police to join TANU, and citizens had to produce a TANU card to get medical care or crop selling privileges (Burton and Charton-Bigot 2010, 208). The July 1965 constitution made TANU the only legal party on the mainland and the ASP the only legal party in Zanzibar."	"End: Regime continued in power as of December 31, 2010."
Thailand (1944-47)	"Start: 7/26/1944 The PM and regime leader, Supreme Commander Phibun, resigned, at least partly to try to avoid the imposition of post-war reparations because his government had supported the Japanese. Phibun and what had been the military faction of the "People's Party" - not really a party - were replaced by an unelected pro- Allied, mostly civilian faction led by Pridi Phanamyong, the Seri Thai anti-Japanese faction leader and regent, supported by a civilian pro-royalist faction and Navy of- ficers. 1944-47 is treated as a new regime because the group from which leaders were chosen changed from high level army officers before July 1944 to a coalition of civilians and leaders of the Seri Thai, the anti-Japanese partisans. (The army supported the Japanese.) Although the 1946 constitution allowed both legislative houses to be elected, prevented officers from serving in the legislature and government, and legalized parties, all for the first time, the full period from 1944-47 is considered authoritarian because (1) control of the government did not change after the 1946 election; (2) some opposition leaders were arrested and otherwise harassed; and (3) the constitution included limitations on suffrage based on education (Vella 1955, 388- 89; Cady 1974, 114; Chaloemtiarana 2007a, 16-17; Suwannathat-Pian 1995, 188)."	"End: 11/8/1947 Coup led by a group of mostly retired officers ousted the civilian government and returned Phibun to office (Kobkua 1995, 164-65; Thak 2007, 20-31)."
Thailand (1947-57)	"Start: 11/8/1947 coup led by a group of officers forced into retirement by the previous government ousted the civilian government, excluded Seri Thai from influence, and returned the army and Phibun to power. Parliament was dissolved. A new constitution formally gave the king the right to make laws when parliament was out of session, dismiss cabinet members, and appoint senators, who functioned as the legislature until new elections; these functions were really exercised by the Privy Council controlled by the army (Suwannathat-Pian 1995, 164-65; Chaloemtiarana 2007a, 20- 32). In November 1951 military rule was further tightened. The 1932 constitution was brought back, the new legislature (elected in January 1948) was again dissolved, political gatherings were banned, and parties were banned from participating in politics. A national executive council of 9 officers, 3 from each service, was formed. A Senate was appointed as required by the 1932 Constitution, and it acted as the legislature until new elections for half the assembly in 1952. The other half was appointed. 106/123 members of Senate were military or police officers (Chaloemtiarana 2007a, 51-54)."	"End: 9/16/1957 Coup in which Phibun, his civilian allies and the military faction that supported him were ousted by Gen. Sarit, who installed a more narrowly-based military regime (Chaloemtiarana 2007b, 79-80)."
Thailand (1957-73)	"Start: Seizure event: 9/16/1957 Phibun ousted in a coup led by Gen Sarit, who installed a more narrowly based military regime. In October 1958, Sarit and his allies further narrowed the regime: parties and political gatherings were banned, the constitution abrogated; they created the Revolutionary Council (Khana Pattiwat) to rule. The Revolutionary Council proclaimed an Interim Constitution in 1/59 and also appointed a Constituent Assembly to write a new one and act as interim legislature. Of 220 members, 102 were army officers, 26 navy, 24 air force, 18 police, and 50 were bureaucrats. The period from September 1957 to October 1973 included multiple institutional changes, with legislatures created under different rules and later closed, and parties created and later banned (Chaloemtiarana 2007a, 79-80, 96, 186-87). We treat this period as a single regime because the inner circle of decision making was controlled throughout by "a single group of men" who came to power in the September 1957 coup (Bienen and Morell 1974, 11)."	"End: 10/14/1973 Ddemonstrations led to Thanom's resignation and flight into exile. Army Commander-in-Chief Gen Kris refused more violent action against the demonstraters, and the king supported a transition to democracy. The King appointed an interim PM to oversee a democratic transition, and in January 1975 fair competitive elections were held, completing the transition (Bienen and Morell 1974, 11; Elliott 1978, 135)."
Thailand (1976-88)	"Start: 10/6/1976 Military coup established the ruling National Policy Council made up of officers, which suspended the constitution, dissolved the assembly, banned parties, and declared martial law. They appointed a new legislature and civilian cabinet (Elliott 1978, 136; Chaloemtiarana 2007a, 234)."	"End: 7/24/1988 Fair and competitive election won by an opposition party, leading to the first elected civilian PM since 1976 (Niksch 1989, 167-68)."
Thailand (1991-92)	"Start: 2/23/1991 A bloodless coup established the six-man National Peacekeeping Council (NPKC) made up of all top military commanders to rule, dissolved parliament, suspended the constitution, declared martial law, and appointed an assembly 148 of 292 of whom were serving or retired officers (Bhuchongkul 1992, 313, 319)."	"End: 5/20/1992 In response to massive demonstrations, the king intervened to replace the military PM with a civilian interim PM until new elections in September 1992 (King and LoGerfo 1996, 104; Minorities at Risk Project 2004). In June 1992, the constitution was amended to require the PM to be an elected member of parliament. In September 1992 a competitive election was won by the Democrat Party, completing the transition to democracy."
Thailand (2006-07)	"Start: 9/19/2006 Coup led by the Army Commander-in-Chief: the military abrogated the 1996 constitution, arrested the cabinet, dissolved parliament, banned political activities, and set up the Council for Democratic Reform as ruling body (BBC News 2006; U.S. Dept. of State 2011s)."	"End: 12/23/2007 Competitive elections returned the government to civilian rule (BBC News 2007)."
Togo (1960-63)	"Start: 4/27/1960 Independence under the control of Olympio and the CUT. Although the government at independence was elected in fair UN-supervised elections, severe repression of opposition began immediately after independence.Many pre-independence political leaders were jailed or exiled (Decalo 1976, 96)."	"End: 1/13/1963 Civilian government overthrown by ex-Sgt Eyadema and other veterans discharged from the French colonial army and not integrated into the new Togolese military. They turned power over to the leader of the civilian opposition but Eyadema and two other ex-seargeants held "ultimate political power" (Decalo 1976, 97-99; Global Security 2011c)."
Togo (1963-)	"Start: 1/13/1963 Coup led by ex-Sgt Eyadema and other NCOs and privates demobilized from the French colonial army ousted the Olympio government. They initially chose a civilian opposition leader, Grunitsky, as president leading a coalition of mostly civilian political forces, but Eyadema and two other ex-seargeants held "ultimate political power" (Decalo 1976, 99; Political Handbook of the World 2012r, 1435)."	"End: Regime continued in power as of December 31, 2010."
Tunisia (1956-)	"Start: 3/20/1956 Independence under the control of Neo-Destour and Bourguiba. Bourguiba and other Neo-Destour party insiders chose electoral rules without consultation, effectively eliminating opposition from the government and Constituent Assembly, which was elected March 25, 1956. Although the government was nominally a constitutional monarchy, Bourguiba and Neo-Destour had full control of decision making from the beginning. The Bey was formally deposed the following year (Moore 1965, 71-75; Anderson 1986, 235)."	"End: Regime continued in power as of December 31, 2010. [The long-ruling dictator, Ben-Ali, resigned in response to massive popular protests on January 14,2011. He was succeeded brie y by his PM, but all members of the cabinet associated with the former ruling party resigned on February 27, 2011, ending the regime.]"
Turkey (1923-50)	"Start: 10/29/1923 Independence under the control of Ataturk (Mustafa Kemal) and his allies. Ataturk led the armed forces that defeated the Greek occupation army after World War I and forced the other Allied forces to accept Turkish independence. The April 1920 Grand National Assembly called by the nationalist forces elected Ataturk president and in January 1921 declared sovereignty. In November 1922, the Assembly deposed the sultan (Haddad 1965, 100-06; Brooker 1995, 243; Glazer 1995)."	"End: 5/14/1950 Competitive election won by the opposition (Glazer 1995)."
Turkey (1957-60)	"Start: 10/27/1957 The rigged October 1957 election is identified as the date when the elected government crossed the line from democracy to dictatorship. The ruling DP won fair elections in 1950 and more-or-less fair ones in 1954, but with its popularity declining, it resorted to vote rigging in 1957. During the months leading up to the 10/57 election, the government gerrymandered districts, limited opposition access to the media, banned public assemblies, outlawed coalitions, and harassed opposition leaders. There were multiple accusations of registration and vote counting fraud after the election. Ballot boxes were moved in preparation for a recount, the building to which they were moved burned before the recount could be started, and all seats in the contested area were awarded to the ruling party, lending further credence to the claims of fraud (Glazer 1995; Tursan 2004, 70-71)."	"End: 5/27/1960 Coup led by Chief of the General Staff Gursel ousted the civilian government (Haddad 1965, 115-17; Finer 1975, 161-62; Glazer 1995)."
Turkey (1960-61)	"Start: 5/27/1960 Coup planned by mid-level officers ousted the civilian government, dissolved the Assembly, and established the Committee of National Unity of 38 officers to rule (Haddad 1965, 115-18; Brooker 1995, 253; Glazer 1995)."	"End: 10/15/1961 Fair and competitive election returned the country to civilian rule (Haddad 1965, 119-20; Global Security 2011a)."
Turkey (1980-83)	"Start: 9/12/1980 Coup led by Gen Evren and the rest of the military high command established the National Security Council composed of the service chiefs and the gendarmerie commander, to rule, imposed martial law, dissolved the Assembly, banned parties and liquidated their assets, and jailed up to 30,000 people (Brooker 1995, 253; Glazer 1995)."	"End: 11/6/1983 Parliamentary election on November 6 won by a party not allied with the military; National Security Council dissolved on December 13 1983 (Ahmad 1984, 3; Glazer 1995)."
Turkmenistan (1991-)	"Start: 10/27/1991 Independence under the control of Niyazov and the Supreme Soviet elected in January 1990 and controlled by communists (Clark et al. 1996)."	"End: Regime continued in power as of December 31, 2010."
Uganda (1966-71)	"Start: 2/22/1966 Autogolpe with the support of the military. PM Obote suspended the constitution, arrested five ministers, and transferred all executive powers to himself after a no-confidence vote by members of his own UPC party. In March 1966, Obote relieved the president (the Kabaka, traditional leader of a different ethnic group) of his position. In April 1966, a new constitution granting the PM strong executive powers was passed by parliament, under threat from the military (Mazrui 1975, 13-14; Rowe 1990; Buganda.com 2012)."	"End: 1/25/1971 Coup led by Gen. Amin ousted the civilian government (Welch 1974, 133)."
Uganda (1971-79)	"Start: 1/25/1971 Coup led by Maj-Gen Amin ousted the civilian government, dissolved the Assembly, and suspended parts of the constitution. Hundreds of troops from Obote's region were murdered in their barracks (Welch 1974, 133; Kapuscinski 2002, 141; Political Handbook of the World 2012s, 1480)."	"End: 4/11/1979 An invading force from Tanzania aided by Ugandan exiles captured Kampala, ending Amin's regime (Mutibwa 1992, 135; Ingham 1994, 7; Political Handbook of the World 2012s, 1480)."
Uganda (1980-85)	"Start: 12/11/1980 Parliamentary election marred by fraud, violence, and intimidation was won by the UPC, which brought Obote to power again as PM. The last leader of the interim government was a UPC supporter; he dismissed district commissioners - who organized elections on the ground - opposed to the UPC; some opposition candidates were prevented from running, violence and intimidation were widespread so we code the 1980 election as undemocratic (Mutibwa 1992, 141; Political Handbook of the World 2012s, 1480)."	"End: 7/27/1985 Coup by Brig. Okello ousted the Obote government (Rowe 1990). [The period from July 1985 to Musevene's capture of Kampala in January 1986 excluded from the data set because no group controlled the territory.]"
Uganda (1986-)	"Start: 1/27/1986 The National Resistance Army, led by Museveni, captured Kampala. It established the National Resistance Council made up of the 38 leading cadres of the NRA and NRM to rule. The NRC expanded in April 1987 to include cabinet members and their deputies, most of whom were not NRM members. In April 1989, the NRC expanded further to include elected members (Mudoola 1989, 2; Kasfir 1990; Rowe 1990; Political Handbook of the World 2012s, 1480-81)."	"End: Regime continued in power as of December 31, 2010."
United Arab Emirates (1971-)	"Start: 12/2/1971 Formed when several sheikdoms along the Gulf united to create the independent UAE. The president is chosen by the Supreme Council of the Union, which is made up of the hereditary rulers of the initially six, now seven, emirates, from among its members. He serves as head of state, chair of the SCU, and commander of the military (Hoogland and Toth 1993; Smythe 1993; Political Handbook of the World 2012t)."	"End: Regime continued in power as of December 31, 2010."
Uruguay (1973-84)	"Start: 6/27/1973 The president, with military support, closed the legislature, which was investigating claims of torture brought against military officers, and empowered the military and police to take whatever measures they deemed necessary, thus completing the "creeping coup" begun the previous year. In April 1972, the legislature agreed to declare a "state of internal war" in response to the Tupamaro guerrillas; this declaration restricted civil rights, allowed civilians to be tried in military courts, and allowed the military to set up detention centers for those accused of political crimes. In February 1973, under military pressure, the elected president agreed to the creation of a National Security Council (Cosena) made up of the commanders of the three branches of the military, an additional officer, and the Ministers of Defense, Interior, Economy, and Foreign Affairs as well as the president, to advise on policy (in effect to institutionalize their informal veto power); he also agreed to replace the Defense and Interior ministers and to allow officers in the dominant faction of the military to purge others insufficiently committed to the anti-subversive campaign (despite the near defeat of the Tupamaros in September 1972). The closure of the legislature completed the military's takeover of policy making, though the elected president remained formally in office until June 1976, when the military forced him to resign (Kaufman 1979, 113-15; Weinstein 1988, 44-50; Jacob and Weinstein 1990; Arceneaux 2001, 185-88). Real power was held by the Junta de Oficiales Generales, made up 18-28 top officers from the three services, which "dominated critical military and government policy decisions" and the Junta de Comandantes en Jefe, the junta of service commanders (Gillespie 1984, 99; Weinstein 1988, 50; Arceneaux 2001, 190)."	"End: 11/25/1984 Competitive elections led to a democratically elected government (Weinstein 1988, 76-82; Jacob and Weinstein 1990)."
Uzbekistan (1991-)	"Start: 8/31/1991 Independence under the control of Karimov, the communist leader during Soviet rule, and the communist-controlled Supreme Soviet elected in February 1990 before independence (Lubin 1996; Hiro 2009, 136-42; Political Handbook of the World 2012u, 1572)."	"End: Regime continued in power as of December 31, 2010."
Venezuela (1948-58)	"Start: 11/24/1948 Coup led by Lt Col Delgado Chalbaud and Lt Col Perez Jimenez ousted the civilian government, suspended the constitution and Congress, and installed a military ruling group (Burggraaff 1972, 101-9, 115)."	"End: 1/23/1958 Perez Jimenez resigned and fled the country in response to weeks of massive demonstrations that had caused most of the officers who were not already opposed to him to abandon him (Trinkunas 2000, 89). The military transitional government agreed to include civilian political leaders in an interim government, which oversaw fair competitive elections in December 1958, completing a transition to democracy (Taylor 1968, 52-60; Burggraaff 1972, 154-166; Coronil 1997, 65-66)."
